;IOLM/Port 1/Attached Device/PDI Data Byte Array;IOLM/Port 2/Attached Device/PDI Data Byte Array;4;5;6;7;8;9
;PDI Data Byte Array;PDI Data Byte Array;1.1. Velocidade;1.2. Aceleração;1.3. Temperatura;2.1. Velocidade;2.2. Aceleração;2.3. Temperatura
;Byte[];Byte[];Double;Double;Double;Double;Double;Double
2026-05-19T11:46:10.921;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.04;0;34
2026-05-19T11:46:11.290;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.04;0;34
2026-05-19T11:46:14.920;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 3, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.04;0;34
2026-05-19T11:46:15.296;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 3, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.03;0;34
2026-05-19T11:46:21.919;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.03;0;34
2026-05-19T11:46:22.305;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.04;0;34
2026-05-19T11:46:28.919;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 3, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.04;0;34
2026-05-19T11:46:29.317;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 3, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.03;0;34
2026-05-19T11:47:03.920;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.03;0;34
2026-05-19T11:47:04.368;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.04;0;34
2026-05-19T11:48:28.920;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.04;0;34
2026-05-19T11:48:29.475;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.05;0;34
2026-05-19T11:48:29.922;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.05;0;34
2026-05-19T11:48:30.476;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.05;0;27;0.05;0;34
2026-05-19T11:48:39.919;0, 4, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.05;0;27;0.05;0;34
2026-05-19T11:48:40.919;0, 63, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.05;0;27;0.05;0;34
2026-05-19T11:48:41.493;0, 63, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 5, 100, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.05;0;34
2026-05-19T11:48:41.918;0, 73, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 19, 100, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.04;0;27;0.05;0;34
2026-05-19T11:48:42.494;0, 73, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 19, 100, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.73;0.04;27;0.19;0.01;34
2026-05-19T11:48:42.919;0, 148, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 85, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.73;0.04;27;0.19;0.01;34
2026-05-19T11:48:43.495;0, 148, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 27, 1, 0;0, 85, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.48;0.09;27;0.85;0.07;34
2026-05-19T11:48:43.922;0, 233, 100, 0, 0, 21, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;0, 235, 100, 0, 0, 17, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;1.48;0.09;27;0.85;0.07;34
2026-05-19T11:48:44.497;0, 233, 100, 0, 0, 21, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;0, 235, 100, 0, 0, 17, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;2.33;0.21;27;2.35;0.17;34
2026-05-19T11:48:44.919;1, 111, 100, 0, 0, 27, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;1, 171, 100, 0, 0, 28, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;2.33;0.21;27;2.35;0.17;34
2026-05-19T11:48:45.499;1, 111, 100, 0, 0, 27, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;1, 171, 100, 0, 0, 28, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;3.67;0.27;27;4.27;0.28;34
2026-05-19T11:48:45.918;1, 150, 100, 0, 0, 30, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;1, 205, 100, 0, 0, 31, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;3.67;0.27;27;4.27;0.28;34
2026-05-19T11:48:46.501;1, 150, 100, 0, 0, 30, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;1, 205, 100, 0, 0, 31, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.06;0.3;27;4.61;0.31;34
2026-05-19T11:48:46.919;1, 175, 100, 0, 0, 33, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;1, 232, 100, 0, 0, 34, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.06;0.3;27;4.61;0.31;34
2026-05-19T11:48:47.502;1, 175, 100, 0, 0, 33, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;1, 232, 100, 0, 0, 34, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.31;0.33;27;4.88;0.34;34
2026-05-19T11:48:47.919;1, 194, 100, 0, 0, 36, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;1, 244, 100, 0, 0, 36, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.31;0.33;27;4.88;0.34;34
2026-05-19T11:48:48.504;1, 194, 100, 0, 0, 36, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;1, 244, 100, 0, 0, 36, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.5;0.36;27;5;0.36;34
2026-05-19T11:48:48.918;1, 214, 100, 0, 0, 38, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;2, 8, 100, 0, 0, 38, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.5;0.36;27;5;0.36;34
2026-05-19T11:48:49.506;1, 214, 100, 0, 0, 38, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;2, 8, 100, 0, 0, 38, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.7;0.38;27;5.2;0.38;34
2026-05-19T11:48:49.919;1, 227, 100, 0, 0, 40, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;2, 22, 100, 0, 0, 40, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.7;0.38;27;5.2;0.38;34
2026-05-19T11:48:50.507;1, 227, 100, 0, 0, 40, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;2, 22, 100, 0, 0, 40, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.83;0.4;27;5.34;0.4;34
2026-05-19T11:48:50.919;1, 252, 100, 0, 0, 42, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;2, 35, 100, 0, 0, 41, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;4.83;0.4;27;5.34;0.4;34
2026-05-19T11:48:51.508;1, 252, 100, 0, 0, 42, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;2, 35, 100, 0, 0, 41, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;5.08;0.42;27;5.47;0.41;34
2026-05-19T11:48:51.920;2, 13, 100, 0, 0, 43, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;2, 52, 100, 0, 0, 43, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;5.08;0.42;27;5.47;0.41;34
2026-05-19T11:48:52.509;2, 13, 100, 0, 0, 43, 1, 0, 0, 164, 1, 0, 0, 27, 1, 0;2, 52, 100, 0, 0, 43, 1, 0, 0, 143, 1, 0, 0, 34, 1, 0;5.25;0.43;27;5.64;0.43;34
2026-05-19T11:48:52.919;2, 30, 100, 0, 0, 44, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 62, 100, 0, 0, 44, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.25;0.43;27;5.64;0.43;34
2026-05-19T11:48:53.510;2, 30, 100, 0, 0, 44, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 62, 100, 0, 0, 44, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.42;0.44;27;5.74;0.44;34
2026-05-19T11:48:53.919;2, 46, 100, 0, 0, 45, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 78, 100, 0, 0, 45, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.42;0.44;27;5.74;0.44;34
2026-05-19T11:48:54.512;2, 46, 100, 0, 0, 45, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 78, 100, 0, 0, 45, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.58;0.45;27;5.9;0.45;34
2026-05-19T11:48:54.920;2, 47, 100, 0, 0, 47, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 82, 100, 0, 0, 45, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.58;0.45;27;5.9;0.45;34
2026-05-19T11:48:55.514;2, 47, 100, 0, 0, 47, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 82, 100, 0, 0, 45, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.59;0.47;27;5.94;0.45;34
2026-05-19T11:48:55.919;2, 48, 100, 0, 0, 48, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 84, 100, 0, 0, 46, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.59;0.47;27;5.94;0.45;34
2026-05-19T11:48:56.516;2, 48, 100, 0, 0, 48, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 84, 100, 0, 0, 46, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.6;0.48;27;5.96;0.46;34
2026-05-19T11:48:56.920;2, 50, 100, 0, 0, 50, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 89, 100, 0, 0, 48, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.6;0.48;27;5.96;0.46;34
2026-05-19T11:48:57.517;2, 50, 100, 0, 0, 50, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 89, 100, 0, 0, 48, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.62;0.5;27;6.01;0.48;34
2026-05-19T11:48:57.920;2, 48, 100, 0, 0, 51, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 92, 100, 0, 0, 49, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.62;0.5;27;6.01;0.48;34
2026-05-19T11:48:58.520;2, 48, 100, 0, 0, 51, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 92, 100, 0, 0, 49, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.6;0.51;27;6.04;0.49;34
2026-05-19T11:48:58.919;2, 43, 100, 0, 0, 51, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 91, 100, 0, 0, 49, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.6;0.51;27;6.04;0.49;34
2026-05-19T11:48:59.520;2, 43, 100, 0, 0, 51, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 91, 100, 0, 0, 49, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.55;0.51;27;6.03;0.49;34
2026-05-19T11:48:59.919;2, 38, 100, 0, 0, 51, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 89, 100, 0, 0, 48, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.55;0.51;27;6.03;0.49;34
2026-05-19T11:49:00.522;2, 38, 100, 0, 0, 51, 1, 0, 0, 229, 1, 0, 0, 27, 1, 0;2, 89, 100, 0, 0, 48, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.5;0.51;27;6.01;0.48;34
2026-05-19T11:49:00.920;2, 31, 100, 0, 0, 51, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 83, 100, 0, 0, 48, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.5;0.51;27;6.01;0.48;34
2026-05-19T11:49:01.524;2, 31, 100, 0, 0, 51, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 83, 100, 0, 0, 48, 1, 0, 0, 239, 1, 0, 0, 34, 1, 0;5.43;0.51;27;5.95;0.48;34
2026-05-19T11:49:01.919;2, 27, 100, 0, 0, 51, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 79, 100, 0, 0, 47, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;5.43;0.51;27;5.95;0.48;34
2026-05-19T11:49:02.526;2, 27, 100, 0, 0, 51, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 79, 100, 0, 0, 47, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;5.39;0.51;27;5.91;0.47;34
2026-05-19T11:49:02.918;2, 24, 100, 0, 0, 50, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 77, 100, 0, 0, 47, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;5.39;0.51;27;5.91;0.47;34
2026-05-19T11:49:03.526;2, 24, 100, 0, 0, 50, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 77, 100, 0, 0, 47, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;5.36;0.5;27;6.03;0.48;34
2026-05-19T11:49:03.919;2, 131, 100, 0, 0, 56, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 91, 100, 0, 0, 48, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;5.36;0.5;27;6.03;0.48;34
2026-05-19T11:49:04.536;2, 131, 100, 0, 0, 56, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 91, 100, 0, 0, 48, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.43;0.56;27;6.15;0.49;34
2026-05-19T11:49:04.919;2, 129, 100, 0, 0, 55, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 103, 100, 0, 0, 49, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.43;0.56;27;6.15;0.49;34
2026-05-19T11:49:05.529;2, 129, 100, 0, 0, 55, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 103, 100, 0, 0, 49, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.41;0.55;27;6.1;0.48;34
2026-05-19T11:49:05.918;2, 126, 100, 0, 0, 53, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 98, 100, 0, 0, 48, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.41;0.55;27;6.1;0.48;34
2026-05-19T11:49:06.530;2, 126, 100, 0, 0, 53, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 98, 100, 0, 0, 48, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.38;0.53;27;6.06;0.47;34
2026-05-19T11:49:06.919;2, 114, 100, 0, 0, 52, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 94, 100, 0, 0, 47, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.38;0.53;27;6.06;0.47;34
2026-05-19T11:49:07.531;2, 114, 100, 0, 0, 52, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 94, 100, 0, 0, 47, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.26;0.52;27;5.94;0.46;34
2026-05-19T11:49:07.919;2, 101, 100, 0, 0, 51, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 82, 100, 0, 0, 46, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.26;0.52;27;5.94;0.46;34
2026-05-19T11:49:08.533;2, 101, 100, 0, 0, 51, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 82, 100, 0, 0, 46, 1, 0, 0, 174, 1, 0, 0, 34, 1, 0;6.13;0.51;27;5.81;0.45;34
2026-05-19T11:49:08.919;2, 86, 100, 0, 0, 49, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 55, 100, 0, 0, 43, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;6.13;0.51;27;5.81;0.45;34
2026-05-19T11:49:09.535;2, 86, 100, 0, 0, 49, 1, 0, 0, 231, 1, 0, 0, 27, 1, 0;2, 55, 100, 0, 0, 43, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.98;0.49;27;5.67;0.43;34
2026-05-19T11:49:09.919;2, 72, 100, 0, 0, 48, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;2, 42, 100, 0, 0, 42, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.98;0.49;27;5.67;0.43;34
2026-05-19T11:49:10.536;2, 72, 100, 0, 0, 48, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;2, 42, 100, 0, 0, 42, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.84;0.48;27;5.54;0.42;34
2026-05-19T11:49:10.919;2, 58, 100, 0, 0, 46, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;2, 28, 100, 0, 0, 41, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.84;0.48;27;5.54;0.42;34
2026-05-19T11:49:11.540;2, 58, 100, 0, 0, 46, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;2, 28, 100, 0, 0, 41, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.7;0.46;27;5.4;0.41;34
2026-05-19T11:49:11.920;2, 43, 100, 0, 0, 45, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;2, 14, 100, 0, 0, 40, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.7;0.46;27;5.4;0.41;34
2026-05-19T11:49:12.541;2, 43, 100, 0, 0, 45, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;2, 14, 100, 0, 0, 40, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.55;0.45;27;5.26;0.4;34
2026-05-19T11:49:12.919;2, 29, 100, 0, 0, 44, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;2, 1, 100, 0, 0, 39, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.55;0.45;27;5.26;0.4;34
2026-05-19T11:49:13.543;2, 29, 100, 0, 0, 44, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;2, 1, 100, 0, 0, 39, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.41;0.44;27;5.13;0.39;34
2026-05-19T11:49:13.919;2, 16, 100, 0, 0, 43, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 244, 100, 0, 0, 38, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.41;0.44;27;5.13;0.39;34
2026-05-19T11:49:14.544;2, 16, 100, 0, 0, 43, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 244, 100, 0, 0, 38, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.28;0.43;27;5;0.38;34
2026-05-19T11:49:14.920;2, 2, 100, 0, 0, 41, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 231, 100, 0, 0, 36, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.28;0.43;27;5;0.38;34
2026-05-19T11:49:15.546;2, 2, 100, 0, 0, 41, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 231, 100, 0, 0, 36, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.14;0.41;27;4.87;0.36;34
2026-05-19T11:49:15.919;1, 245, 100, 0, 0, 40, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 219, 100, 0, 0, 35, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.14;0.41;27;4.87;0.36;34
2026-05-19T11:49:16.548;1, 245, 100, 0, 0, 40, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 219, 100, 0, 0, 35, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.01;0.4;27;4.75;0.35;34
2026-05-19T11:49:16.919;1, 233, 100, 0, 0, 39, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 207, 100, 0, 0, 34, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;5.01;0.4;27;4.75;0.35;34
2026-05-19T11:49:17.550;1, 233, 100, 0, 0, 39, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 207, 100, 0, 0, 34, 1, 0, 0, 190, 1, 0, 0, 34, 1, 0;4.76;0.38;27;4.63;0.34;34
2026-05-19T11:49:17.920;1, 220, 100, 0, 0, 38, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 195, 100, 0, 0, 33, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.76;0.38;27;4.63;0.34;34
2026-05-19T11:49:18.553;1, 220, 100, 0, 0, 38, 1, 0, 1, 118, 1, 0, 0, 27, 1, 0;1, 195, 100, 0, 0, 33, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.64;0.37;27;4.51;0.33;34
2026-05-19T11:49:18.919;1, 208, 100, 0, 0, 37, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 184, 100, 0, 0, 32, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.64;0.37;27;4.51;0.33;34
2026-05-19T11:49:19.553;1, 208, 100, 0, 0, 37, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 184, 100, 0, 0, 32, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.53;0.36;27;4.4;0.32;34
2026-05-19T11:49:19.919;1, 197, 100, 0, 0, 36, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 173, 100, 0, 0, 32, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.53;0.36;27;4.4;0.32;34
2026-05-19T11:49:20.555;1, 197, 100, 0, 0, 36, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 173, 100, 0, 0, 32, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.41;0.35;27;4.29;0.32;34
2026-05-19T11:49:20.920;1, 185, 100, 0, 0, 35, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 162, 100, 0, 0, 31, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.41;0.35;27;4.29;0.32;34
2026-05-19T11:49:21.557;1, 185, 100, 0, 0, 35, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 162, 100, 0, 0, 31, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.3;0.34;27;4.18;0.31;34
2026-05-19T11:49:21.919;1, 174, 100, 0, 0, 34, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 151, 100, 0, 0, 30, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.3;0.34;27;4.18;0.31;34
2026-05-19T11:49:22.559;1, 174, 100, 0, 0, 34, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 151, 100, 0, 0, 30, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.19;0.33;27;4.07;0.3;34
2026-05-19T11:49:22.920;1, 163, 100, 0, 0, 33, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 141, 100, 0, 0, 29, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.19;0.33;27;4.07;0.3;34
2026-05-19T11:49:23.561;1, 163, 100, 0, 0, 33, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 141, 100, 0, 0, 29, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.08;0.32;27;3.97;0.29;34
2026-05-19T11:49:23.919;1, 152, 100, 0, 0, 32, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 131, 100, 0, 0, 28, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;4.08;0.32;27;3.97;0.29;34
2026-05-19T11:49:24.561;1, 152, 100, 0, 0, 32, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 131, 100, 0, 0, 28, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;3.98;0.31;27;3.87;0.28;34
2026-05-19T11:49:24.918;1, 142, 100, 0, 0, 31, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 121, 100, 0, 0, 27, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;3.98;0.31;27;3.87;0.28;34
2026-05-19T11:49:25.563;1, 142, 100, 0, 0, 31, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 121, 100, 0, 0, 27, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;3.88;0.3;27;3.77;0.27;34
2026-05-19T11:49:25.920;1, 132, 100, 0, 0, 30, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 112, 100, 0, 0, 26, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;3.88;0.3;27;3.77;0.27;34
2026-05-19T11:49:26.564;1, 132, 100, 0, 0, 30, 1, 0, 0, 20, 1, 0, 0, 27, 1, 0;1, 112, 100, 0, 0, 26, 1, 0, 0, 19, 1, 0, 0, 34, 1, 0;3.78;0.29;27;3.68;0.26;34
