;IOLM/Port 1/Attached Device/PDI Data Byte Array;IOLM/Port 2/Attached Device/PDI Data Byte Array;4;5;6;7;8;9
;PDI Data Byte Array;PDI Data Byte Array;1.1. Velocidade;1.2. Aceleração;1.3. Temperatura;2.1. Velocidade;2.2. Aceleração;2.3. Temperatura
;Byte[];Byte[];Double;Double;Double;Double;Double;Double
2026-05-19T13:15:50.170;0, 179, 100, 0, 0, 12, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 194, 100, 0, 0, 12, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.79;0.12;28;1.94;0.12;34
2026-05-19T13:15:50.912;0, 170, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 189, 100, 0, 0, 12, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.79;0.12;28;1.94;0.12;34
2026-05-19T13:15:51.172;0, 170, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 189, 100, 0, 0, 12, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.74;0.12;28;1.89;0.12;34
2026-05-19T13:15:51.912;0, 166, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 185, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.74;0.12;28;1.89;0.12;34
2026-05-19T13:15:52.175;0, 166, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 185, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.7;0.11;28;1.85;0.11;34
2026-05-19T13:15:52.912;0, 162, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 180, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.7;0.11;28;1.85;0.11;34
2026-05-19T13:15:53.178;0, 162, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 180, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.66;0.11;28;1.8;0.11;34
2026-05-19T13:15:53.912;0, 157, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 175, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.66;0.11;28;1.8;0.11;34
2026-05-19T13:15:54.181;0, 157, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 175, 100, 0, 0, 11, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.62;0.11;28;1.75;0.11;34
2026-05-19T13:15:54.912;0, 153, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 171, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.62;0.11;28;1.75;0.11;34
2026-05-19T13:15:55.183;0, 153, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 171, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.57;0.1;28;1.71;0.1;34
2026-05-19T13:15:55.911;0, 150, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 167, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.57;0.1;28;1.71;0.1;34
2026-05-19T13:15:56.188;0, 150, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 167, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.53;0.1;28;1.67;0.1;34
2026-05-19T13:15:56.912;0, 146, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 162, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.53;0.1;28;1.67;0.1;34
2026-05-19T13:15:57.190;0, 146, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 162, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.5;0.1;28;1.62;0.1;34
2026-05-19T13:15:57.912;0, 142, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 158, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.5;0.1;28;1.62;0.1;34
2026-05-19T13:15:58.193;0, 142, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 158, 100, 0, 0, 10, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.46;0.09;28;1.58;0.1;34
2026-05-19T13:15:58.912;0, 138, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 154, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.46;0.09;28;1.58;0.1;34
2026-05-19T13:15:59.196;0, 138, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 154, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.42;0.09;28;1.54;0.09;34
2026-05-19T13:15:59.912;0, 135, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 150, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.42;0.09;28;1.54;0.09;34
2026-05-19T13:16:00.197;0, 135, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 150, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.38;0.09;28;1.5;0.09;34
2026-05-19T13:16:00.912;0, 132, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 146, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.38;0.09;28;1.5;0.09;34
2026-05-19T13:16:01.199;0, 132, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 146, 100, 0, 0, 9, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.35;0.09;28;1.46;0.09;34
2026-05-19T13:16:01.911;0, 128, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 143, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.35;0.09;28;1.46;0.09;34
2026-05-19T13:16:02.202;0, 128, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 143, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.32;0.08;28;1.43;0.08;34
2026-05-19T13:16:02.912;0, 125, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 139, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.32;0.08;28;1.43;0.08;34
2026-05-19T13:16:03.205;0, 125, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 139, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.28;0.08;28;1.39;0.08;34
2026-05-19T13:16:03.912;0, 122, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 136, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.28;0.08;28;1.39;0.08;34
2026-05-19T13:16:04.208;0, 122, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 136, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.22;0.08;28;1.36;0.08;34
2026-05-19T13:16:04.912;0, 119, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 132, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.22;0.08;28;1.36;0.08;34
2026-05-19T13:16:05.210;0, 119, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 132, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.19;0.07;28;1.32;0.08;34
2026-05-19T13:16:05.911;0, 116, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 129, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.19;0.07;28;1.32;0.08;34
2026-05-19T13:16:06.214;0, 116, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 129, 100, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.16;0.07;28;1.29;0.08;34
2026-05-19T13:16:06.911;0, 113, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 126, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.16;0.07;28;1.29;0.08;34
2026-05-19T13:16:07.215;0, 113, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 126, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.13;0.07;28;1.26;0.07;34
2026-05-19T13:16:07.912;0, 110, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 122, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.13;0.07;28;1.26;0.07;34
2026-05-19T13:16:08.219;0, 110, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 122, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.1;0.07;28;1.22;0.07;34
2026-05-19T13:16:08.912;0, 107, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 119, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.1;0.07;28;1.22;0.07;34
2026-05-19T13:16:09.221;0, 107, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 119, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.07;0.06;28;1.19;0.07;34
2026-05-19T13:16:09.911;0, 104, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 116, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.07;0.06;28;1.19;0.07;34
2026-05-19T13:16:10.226;0, 104, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 116, 100, 0, 0, 7, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.04;0.06;28;1.16;0.07;34
2026-05-19T13:16:10.912;0, 102, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 113, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.04;0.06;28;1.16;0.07;34
2026-05-19T13:16:11.229;0, 102, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 113, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.02;0.06;28;1.13;0.06;34
2026-05-19T13:16:11.912;0, 99, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 110, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;1.02;0.06;28;1.13;0.06;34
2026-05-19T13:16:12.232;0, 99, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 110, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.99;0.06;28;1.1;0.06;34
2026-05-19T13:16:12.913;0, 97, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 108, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.99;0.06;28;1.1;0.06;34
2026-05-19T13:16:13.235;0, 97, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 108, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.97;0.06;28;1.08;0.06;34
2026-05-19T13:16:13.912;0, 94, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 105, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.97;0.06;28;1.08;0.06;34
2026-05-19T13:16:14.237;0, 94, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 105, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.94;0.06;28;1.05;0.06;34
2026-05-19T13:16:14.912;0, 92, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 102, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.94;0.06;28;1.05;0.06;34
2026-05-19T13:16:15.239;0, 92, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 102, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.92;0.05;28;1.02;0.06;34
2026-05-19T13:16:15.911;0, 90, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 100, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.92;0.05;28;1.02;0.06;34
2026-05-19T13:16:16.243;0, 90, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 100, 100, 0, 0, 6, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.9;0.05;28;1;0.06;34
2026-05-19T13:16:16.911;0, 87, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 97, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.9;0.05;28;1;0.06;34
2026-05-19T13:16:17.244;0, 87, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 97, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.87;0.05;28;0.97;0.05;34
2026-05-19T13:16:17.911;0, 85, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 95, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.87;0.05;28;0.97;0.05;34
2026-05-19T13:16:18.247;0, 85, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 95, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.85;0.05;28;0.95;0.05;34
2026-05-19T13:16:18.912;0, 83, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 92, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.85;0.05;28;0.95;0.05;34
2026-05-19T13:16:19.251;0, 83, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 92, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.83;0.05;28;0.92;0.05;34
2026-05-19T13:16:19.911;0, 81, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 90, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.83;0.05;28;0.92;0.05;34
2026-05-19T13:16:20.253;0, 81, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 90, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.81;0.05;28;0.9;0.05;34
2026-05-19T13:16:20.912;0, 79, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 88, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.81;0.05;28;0.9;0.05;34
2026-05-19T13:16:21.255;0, 79, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 88, 100, 0, 0, 5, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.79;0.04;28;0.88;0.05;34
2026-05-19T13:16:21.911;0, 77, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 83, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.79;0.04;28;0.88;0.05;34
2026-05-19T13:16:22.260;0, 77, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 83, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.77;0.04;28;0.85;0.05;33
2026-05-19T13:16:22.912;0, 75, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 81, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.77;0.04;28;0.85;0.05;33
2026-05-19T13:16:23.263;0, 75, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 81, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.75;0.04;28;0.83;0.04;33
2026-05-19T13:16:23.912;0, 73, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 79, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.75;0.04;28;0.83;0.04;33
2026-05-19T13:16:24.265;0, 73, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 79, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.73;0.04;28;0.81;0.04;33
2026-05-19T13:16:24.913;0, 71, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 77, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.73;0.04;28;0.81;0.04;33
2026-05-19T13:16:25.267;0, 71, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 77, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.71;0.04;28;0.79;0.04;33
2026-05-19T13:16:25.912;0, 69, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 75, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.71;0.04;28;0.79;0.04;33
2026-05-19T13:16:26.271;0, 69, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 75, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.69;0.04;28;0.75;0.04;33
2026-05-19T13:16:26.914;0, 68, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 73, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.69;0.04;28;0.75;0.04;33
2026-05-19T13:16:27.273;0, 68, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 73, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.68;0.04;28;0.73;0.04;33
2026-05-19T13:16:27.913;0, 66, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 71, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.68;0.04;28;0.73;0.04;33
2026-05-19T13:16:28.276;0, 66, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 71, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.66;0.04;28;0.71;0.04;33
2026-05-19T13:16:28.912;0, 64, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 70, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.66;0.04;28;0.71;0.04;33
2026-05-19T13:16:29.279;0, 64, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 70, 100, 0, 0, 4, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.64;0.03;28;0.7;0.04;33
2026-05-19T13:16:29.911;0, 63, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 68, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.64;0.03;28;0.7;0.04;33
2026-05-19T13:16:30.280;0, 63, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 68, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.63;0.03;28;0.68;0.03;33
2026-05-19T13:16:30.913;0, 61, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 66, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.63;0.03;28;0.68;0.03;33
2026-05-19T13:16:31.283;0, 61, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 66, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.61;0.03;28;0.66;0.03;33
2026-05-19T13:16:31.912;0, 59, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 64, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.61;0.03;28;0.66;0.03;33
2026-05-19T13:16:32.285;0, 59, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 64, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.59;0.03;28;0.64;0.03;33
2026-05-19T13:16:32.913;0, 58, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 63, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.59;0.03;28;0.64;0.03;33
2026-05-19T13:16:33.287;0, 58, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 63, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.58;0.03;28;0.63;0.03;33
2026-05-19T13:16:33.912;0, 56, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 61, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.58;0.03;28;0.63;0.03;33
2026-05-19T13:16:34.289;0, 56, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 61, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.56;0.03;28;0.61;0.03;33
2026-05-19T13:16:34.912;0, 55, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 60, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.56;0.03;28;0.61;0.03;33
2026-05-19T13:16:35.293;0, 55, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 60, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.55;0.03;28;0.6;0.03;33
2026-05-19T13:16:35.914;0, 54, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 58, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.55;0.03;28;0.6;0.03;33
2026-05-19T13:16:36.296;0, 54, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 58, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.54;0.03;28;0.58;0.03;33
2026-05-19T13:16:36.913;0, 52, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 57, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.54;0.03;28;0.58;0.03;33
2026-05-19T13:16:37.298;0, 52, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 57, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.52;0.03;28;0.57;0.03;33
2026-05-19T13:16:37.912;0, 51, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 55, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.52;0.03;28;0.57;0.03;33
2026-05-19T13:16:38.301;0, 51, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 55, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.51;0.03;28;0.55;0.03;33
2026-05-19T13:16:38.913;0, 50, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 54, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.51;0.03;28;0.55;0.03;33
2026-05-19T13:16:39.304;0, 50, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 54, 100, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.5;0.02;28;0.54;0.03;33
2026-05-19T13:16:39.912;0, 48, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 53, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.5;0.02;28;0.54;0.03;33
2026-05-19T13:16:40.307;0, 48, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 53, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 33, 1, 0;0.47;0.02;28;0.53;0.02;33
2026-05-19T13:16:40.912;0, 47, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 51, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.47;0.02;28;0.53;0.02;33
2026-05-19T13:16:41.310;0, 47, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 51, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.46;0.02;28;0.51;0.02;34
2026-05-19T13:16:41.913;0, 45, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 50, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.46;0.02;28;0.51;0.02;34
2026-05-19T13:16:42.312;0, 45, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 50, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.45;0.02;28;0.5;0.02;34
2026-05-19T13:16:42.913;0, 44, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 49, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.45;0.02;28;0.5;0.02;34
2026-05-19T13:16:43.314;0, 44, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 28, 1, 0;0, 49, 100, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 34, 1, 0;0.44;0.02;28;0.49;0.02;34
